Date,Price,Max Price,,15% drop,10% drop,5% drop,2% drop
02-02-2022,61.40282597,80.46226432,-20000,326,0,0,0
03-02-2022,63.56420539,80.46226432,-20000,315,0,0,0
03-02-2022,61.25546053,80.46226432,-20000,327,0,0,0
04-02-2022,62.87649945,80.46226432,-20000,318,0,0,0
04-02-2022,61.69756433,80.46226432,-20000,324,0,0,0
07-02-2022,64.35016418,80.46226432,-20000,311,0,0,0
07-02-2022,61.89405104,80.46226432,-20000,323,0,0,0
08-02-2022,63.41684363,80.46226432,-20000,315,0,0,0
08-02-2022,60.91160525,80.46226432,-20000,328,0,0,0
09-02-2022,62.87649837,80.46226432,-20000,318,0,0,0
09-02-2022,59.24145006,80.46226432,-20000,338,0,0,0
10-02-2022,62.28703313,80.46226432,-20000,321,0,0,0
10-02-2022,60.32214254,80.46226432,-20000,332,0,0,0
11-02-2022,62.23790508,80.46226432,-20000,321,0,0,0
11-02-2022,59.78179195,80.46226432,-20000,335,0,0,0
14-02-2022,59.92916123,80.46226432,-20000,334,0,0,0
14-02-2022,58.20988202,80.46226432,-20000,344,0,0,0
15-02-2022,60.07652867,80.46226432,-20000,333,0,0,0
15-02-2022,56.24499069,80.46226432,-20000,356,0,0,0
16-02-2022,60.9116105,80.46226432,-20000,328,0,0,0
16-02-2022,58.94671984,80.46226432,-20000,339,0,0,0
17-02-2022,60.66599457,80.46226432,-20000,330,0,0,0
17-02-2022,58.45549275,80.46226432,-20000,342,0,0,0
18-02-2022,60.91160685,80.46226432,-20000,328,0,0,0
18-02-2022,57.62041669,80.46226432,-20000,347,0,0,0
21-02-2022,59.8309202,80.46226432,-20000,334,0,0,0
21-02-2022,57.96427264,80.46226432,-20000,345,0,0,0
22-02-2022,59.92916026,80.46226432,-20000,334,0,0,0
22-02-2022,56.29411208,80.46226432,-20000,355,0,0,0
23-02-2022,59.68355476,80.46226432,-20000,335,0,0,0
23-02-2022,56.39236435,80.46226432,-20000,355,0,0,0
24-02-2022,58.84847255,80.46226432,-20000,340,0,0,0
24-02-2022,52.31521007,80.46226432,-20000,382,0,0,0
25-02-2022,62.7782591,80.46226432,-20000,319,0,0,0
25-02-2022,57.62042104,80.46226432,-20000,347,0,0,0
28-02-2022,59.92915917,80.46226432,-20000,334,0,0,0
28-02-2022,56.49060086,80.46226432,-20000,354,0,0,0
02-03-2022,62.58176317,80.46226432,-20000,320,0,0,0
02-03-2022,58.94671499,80.46226432,-20000,339,0,0,0
03-03-2022,61.40283052,80.46226432,-20000,326,0,0,0
03-03-2022,59.83091956,80.46226432,-20000,334,0,0,0
04-03-2022,60.81336382,80.46226432,-20000,329,0,0,0
04-03-2022,58.11163933,80.46226432,-20000,344,0,0,0
07-03-2022,59.09408596,80.46226432,-20000,338,0,0,0
07-03-2022,58.45549502,80.46226432,-20000,342,0,0,0
08-03-2022,59.14320491,80.46226432,-20000,338,0,0,0
08-03-2022,57.57129026,80.46226432,-20000,347,0,0,0
09-03-2022,60.61687281,80.46226432,-20000,330,0,0,0
09-03-2022,58.94671513,80.46226432,-20000,339,0,0,0
10-03-2022,60.86248787,80.46226432,-20000,329,0,0,0
10-03-2022,58.94671876,80.46226432,-20000,339,0,0,0
11-03-2022,60.61687306,80.46226432,-20000,330,0,0,0
11-03-2022,58.94671538,80.46226432,-20000,339,0,0,0
14-03-2022,60.46950253,80.46226432,-20000,331,0,0,0
14-03-2022,58.94671318,80.46226432,-20000,339,0,0,0
15-03-2022,59.92915768,80.46226432,-20000,334,0,0,0
15-03-2022,55.70464403,80.46226432,-20000,359,0,0,0
16-03-2022,60.07653106,80.46226432,-20000,333,0,0,0
16-03-2022,58.06251522,80.46226432,-20000,344,0,0,0
17-03-2022,60.81336382,80.46226432,-20000,329,0,0,0
17-03-2022,58.30812538,80.46226432,-20000,343,0,0,0
21-03-2022,60.61687229,80.46226432,-20000,330,0,0,0
21-03-2022,58.99583614,80.46226432,-20000,339,0,0,0
22-03-2022,60.22389802,80.46226432,-20000,332,0,0,0
22-03-2022,58.50461869,80.46226432,-20000,342,0,0,0
23-03-2022,59.9291584,80.46226432,-20000,334,0,0,0
23-03-2022,58.89759167,80.46226432,-20000,340,0,0,0
24-03-2022,60.56775155,80.46226432,-20000,330,0,0,0
24-03-2022,58.45549275,80.46226432,-20000,342,0,0,0
25-03-2022,59.73267178,80.46226432,-20000,335,0,0,0
25-03-2022,58.25900387,80.46226432,-20000,343,0,0,0
28-03-2022,60.32214119,80.46226432,-20000,332,0,0,0
28-03-2022,58.25900387,80.46226432,-20000,343,0,0,0
29-03-2022,63.07298535,80.46226432,-20000,317,0,0,0
29-03-2022,58.50461695,80.46226432,-20000,342,0,0,0
30-03-2022,61.45195468,80.46226432,-20000,325,0,0,0
30-03-2022,58.01339603,80.46226432,-20000,345,0,0,0
31-03-2022,60.91160511,80.46226432,-20000,328,0,0,0
31-03-2022,58.94671463,80.46226432,-20000,339,0,0,0
01-04-2022,61.7466828,80.46226432,-20000,324,0,0,0
01-04-2022,59.48705947,80.46226432,-20000,336,0,0,0
04-04-2022,60.91160779,80.46226432,-20000,328,0,0,0
04-04-2022,59.09408551,80.46226432,-20000,338,0,0,0
05-04-2022,60.86248724,80.46226432,-20000,329,0,0,0
05-04-2022,58.99583967,80.46226432,-20000,339,0,0,0
06-04-2022,60.81336511,80.46226432,-20000,329,0,0,0
06-04-2022,59.14320736,80.46226432,-20000,338,0,0,0
07-04-2022,60.81336495,80.46226432,-20000,329,0,0,0
07-04-2022,58.89759589,80.46226432,-20000,340,0,0,0
08-04-2022,60.91160624,80.46226432,-20000,328,0,0,0
08-04-2022,58.7011044,80.46226432,-20000,341,0,0,0
11-04-2022,62.77825312,80.46226432,-20000,319,0,0,0
11-04-2022,58.94671513,80.46226432,-20000,339,0,0,0
12-04-2022,60.96073,80.46226432,-20000,328,0,0,0
12-04-2022,59.1432077,80.46226432,-20000,338,0,0,0
13-04-2022,60.91160806,80.46226432,-20000,328,0,0,0
13-04-2022,59.33969709,80.46226432,-20000,337,0,0,0
18-04-2022,61.69755846,80.46226432,-20000,324,0,0,0
18-04-2022,59.14320241,80.46226432,-20000,338,0,0,0
19-04-2022,60.51862914,80.46226432,-20000,330,0,0,0
19-04-2022,58.99583967,80.46226432,-20000,339,0,0,0
20-04-2022,60.91160473,80.46226432,-20000,328,0,0,0
20-04-2022,59.14320406,80.46226432,-20000,338,0,0,0
21-04-2022,62.28702957,80.46226432,-20000,321,0,0,0
21-04-2022,59.5361799,80.46226432,-20000,336,0,0,0
22-04-2022,61.79580822,80.46226432,-20000,324,0,0,0
22-04-2022,59.53618113,80.46226432,-20000,336,0,0,0
25-04-2022,60.61687229,80.46226432,-20000,330,0,0,0
25-04-2022,58.70110331,80.46226432,-20000,341,0,0,0
26-04-2022,60.86248759,80.46226432,-20000,329,0,0,0
26-04-2022,58.79935019,80.46226432,-20000,340,0,0,0
27-04-2022,61.64843993,80.46226432,-20000,324,0,0,0
27-04-2022,58.94671547,80.46226432,-20000,339,0,0,0
28-04-2022,60.91160608,80.46226432,-20000,328,0,0,0
28-04-2022,59.53618122,80.46226432,-20000,336,0,0,0
29-04-2022,60.46950608,80.46226432,-20000,331,0,0,0
29-04-2022,58.94671665,80.46226432,-20000,339,0,0,0
02-05-2022,60.37125969,80.46226432,-20000,331,0,0,0
02-05-2022,58.60285904,80.46226432,-20000,341,0,0,0
04-05-2022,60.22389441,80.46226432,-20000,332,0,0,0
04-05-2022,58.65198348,80.46226432,-20000,341,0,0,0
05-05-2022,59.83091855,80.46226432,-20000,334,0,0,0
05-05-2022,58.89759479,80.46226432,-20000,340,0,0,0
06-05-2022,59.5853108,80.46226432,-20000,336,0,0,0
06-05-2022,57.91515299,80.46226432,-20000,345,0,0,0
09-05-2022,59.38881743,80.46226432,-20000,337,0,0,0
09-05-2022,56.53972464,80.46226432,-20000,354,0,0,0
10-05-2022,59.68355026,80.46226432,-20000,335,0,0,0
10-05-2022,58.94671631,80.46226432,-20000,339,0,0,0
11-05-2022,59.63442985,80.46226432,-20000,335,0,0,0
11-05-2022,57.52217098,80.46226432,-20000,348,0,0,0
12-05-2022,59.43794211,80.46226432,-20000,336,0,0,0
12-05-2022,57.42392994,80.46226432,-20000,348,0,0,0
13-05-2022,60.61687402,80.46226432,-20000,330,0,0,0
13-05-2022,58.84847328,80.46226432,-20000,340,0,0,0
16-05-2022,59.63442875,80.46226432,-20000,335,0,0,0
16-05-2022,58.89759479,80.46226432,-20000,340,0,0,0
17-05-2022,59.78179329,80.46226432,-20000,335,0,0,0
17-05-2022,57.86602801,80.46226432,-20000,346,0,0,0
18-05-2022,59.43793929,80.46226432,-20000,336,0,0,0
18-05-2022,58.89759514,80.46226432,-20000,340,0,0,0
19-05-2022,59.4379386,80.46226432,-20000,336,0,0,0
19-05-2022,58.01339221,80.46226432,-20000,345,0,0,0
20-05-2022,60.91160511,80.46226432,-20000,328,0,0,0
20-05-2022,58.30812372,80.46226432,-20000,343,0,0,0
23-05-2022,60.91160798,80.46226432,-20000,328,0,0,0
23-05-2022,58.9467174,80.46226432,-20000,339,0,0,0
24-05-2022,59.53618103,80.46226432,-20000,336,0,0,0
24-05-2022,58.89759386,80.46226432,-20000,340,0,0,0
25-05-2022,60.3221366,80.46226432,-20000,332,0,0,0
25-05-2022,56.24498753,80.46226432,-20000,356,0,0,0
26-05-2022,57.76778365,80.46226432,-20000,346,0,0,0
26-05-2022,56.58884852,80.46226432,-20000,353,0,0,0
27-05-2022,59.24144914,80.46226432,-20000,338,0,0,0
27-05-2022,56.98182576,80.46226432,-20000,351,0,0,0
30-05-2022,60.96072965,80.46226432,-20000,328,0,0,0
30-05-2022,57.22743829,80.46226432,-20000,349,0,0,0
31-05-2022,65.33260898,80.46226432,-20000,306,0,0,0
31-05-2022,57.96426962,80.46226432,-20000,345,0,0,0
01-06-2022,61.00985015,80.46226432,-20000,328,0,0,0
01-06-2022,57.96427129,80.46226432,-20000,345,0,0,0
02-06-2022,60.61687158,80.46226432,-20000,330,0,0,0
02-06-2022,58.50461284,80.46226432,-20000,342,0,0,0
03-06-2022,60.91160712,80.46226432,-20000,328,0,0,0
03-06-2022,58.20988261,80.46226432,-20000,344,0,0,0
06-06-2022,60.91160511,80.46226432,-20000,328,0,0,0
06-06-2022,58.55373503,80.46226432,-20000,342,0,0,0
07-06-2022,60.61687446,80.46226432,-20000,330,0,0,0
07-06-2022,58.01339297,80.46226432,-20000,345,0,0,0
08-06-2022,64.8413835,80.46226432,-20000,308,0,0,0
08-06-2022,58.35724665,80.46226432,-20000,343,0,0,0
09-06-2022,67.00276633,80.46226432,-20000,298,0,0,0
09-06-2022,63.1221104,80.46226432,-20000,317,0,0,0
10-06-2022,69.75362174,80.46226432,-10000,0,143,0,0
10-06-2022,64.54665825,80.46226432,-20000,310,0,0,0
13-06-2022,72.5044637,80.46226432,-5000,0,0,69,0
13-06-2022,67.88696645,80.46226432,-20000,295,0,0,0
14-06-2022,76.63073163,80.46226432,-2500,0,0,0,33
14-06-2022,72.40621394,80.46226432,-10000,0,138,0,0
15-06-2022,75.55004178,80.46226432,-5000,0,0,66,0
15-06-2022,67.78872274,80.46226432,-20000,295,0,0,0
16-06-2022,72.06236016,80.46226432,-10000,0,139,0,0
16-06-2022,61.89405296,80.46226432,-20000,323,0,0,0
17-06-2022,66.26592776,80.46226432,-20000,302,0,0,0
17-06-2022,60.07652731,80.46226432,-20000,333,0,0,0
20-06-2022,63.8589401,80.46226432,-20000,313,0,0,0
20-06-2022,58.55373435,80.46226432,-20000,342,0,0,0
21-06-2022,61.89404997,80.46226432,-20000,323,0,0,0
21-06-2022,57.62041469,80.46226432,-20000,347,0,0,0
22-06-2022,60.76423821,80.46226432,-20000,329,0,0,0
22-06-2022,58.1607605,80.46226432,-20000,344,0,0,0
23-06-2022,59.88004007,80.46226432,-20000,334,0,0,0
23-06-2022,57.96427104,80.46226432,-20000,345,0,0,0
24-06-2022,61.79580832,80.46226432,-20000,324,0,0,0
24-06-2022,58.94671556,80.46226432,-20000,339,0,0,0
27-06-2022,62.58176377,80.46226432,-20000,320,0,0,0
27-06-2022,59.92916082,80.46226432,-20000,334,0,0,0
28-06-2022,60.76423839,80.46226432,-20000,329,0,0,0
28-06-2022,58.94671615,80.46226432,-20000,339,0,0,0
29-06-2022,60.56775613,80.46226432,-20000,330,0,0,0
29-06-2022,58.50461869,80.46226432,-20000,342,0,0,0
30-06-2022,61.30458682,80.46226432,-20000,326,0,0,0
30-06-2022,58.94671665,80.46226432,-20000,339,0,0,0
01-07-2022,59.92915928,80.46226432,-20000,334,0,0,0
01-07-2022,57.42392468,80.46226432,-20000,348,0,0,0
04-07-2022,61.50106926,80.46226432,-20000,325,0,0,0
04-07-2022,58.94671318,80.46226432,-20000,339,0,0,0
05-07-2022,59.88004007,80.46226432,-20000,334,0,0,0
05-07-2022,58.84847328,80.46226432,-20000,340,0,0,0
06-07-2022,60.61687022,80.46226432,-20000,330,0,0,0
06-07-2022,58.94671262,80.46226432,-20000,339,0,0,0
07-07-2022,60.17477512,80.46226432,-20000,332,0,0,0
07-07-2022,58.99584,80.46226432,-20000,339,0,0,0
08-07-2022,60.46950253,80.46226432,-20000,331,0,0,0
08-07-2022,58.94671318,80.46226432,-20000,339,0,0,0
11-07-2022,60.27301954,80.46226432,-20000,332,0,0,0
11-07-2022,58.99584136,80.46226432,-20000,339,0,0,0
12-07-2022,60.42038673,80.46226432,-20000,331,0,0,0
12-07-2022,58.99584028,80.46226432,-20000,339,0,0,0
13-07-2022,60.91160814,80.46226432,-20000,328,0,0,0
13-07-2022,59.09408585,80.46226432,-20000,338,0,0,0
14-07-2022,60.91160668,80.46226432,-20000,328,0,0,0
14-07-2022,59.43793878,80.46226432,-20000,336,0,0,0
15-07-2022,62.28703297,80.46226432,-20000,321,0,0,0
15-07-2022,59.09408577,80.46226432,-20000,338,0,0,0
18-07-2022,61.50107285,80.46226432,-20000,325,0,0,0
18-07-2022,59.48706078,80.46226432,-20000,336,0,0,0
19-07-2022,65.33261144,80.46226432,-20000,306,0,0,0
19-07-2022,59.97828389,80.46226432,-20000,333,0,0,0
20-07-2022,65.87295936,80.46226432,-20000,304,0,0,0
20-07-2022,62.92562351,80.46226432,-20000,318,0,0,0
21-07-2022,64.3501609,80.46226432,-20000,311,0,0,0
21-07-2022,61.40282529,80.46226432,-20000,326,0,0,0
22-07-2022,63.41684449,80.46226432,-20000,315,0,0,0
22-07-2022,60.32214043,80.46226432,-20000,332,0,0,0
25-07-2022,62.82737158,80.46226432,-20000,318,0,0,0
25-07-2022,60.96072419,80.46226432,-20000,328,0,0,0
26-07-2022,62.82737216,80.46226432,-20000,318,0,0,0
26-07-2022,60.27301236,80.46226432,-20000,332,0,0,0
27-07-2022,62.77825159,80.46226432,-20000,319,0,0,0
27-07-2022,60.96072567,80.46226432,-20000,328,0,0,0
28-07-2022,62.38527616,80.46226432,-20000,321,0,0,0
28-07-2022,59.83091989,80.46226432,-20000,334,0,0,0
29-07-2022,62.28703165,80.46226432,-20000,321,0,0,0
29-07-2022,60.02740453,80.46226432,-20000,333,0,0,0
01-08-2022,64.74314373,80.46226432,-20000,309,0,0,0
01-08-2022,60.02740351,80.46226432,-20000,333,0,0,0
02-08-2022,66.80627867,80.46226432,-20000,299,0,0,0
02-08-2022,63.07298363,80.46226432,-20000,317,0,0,0
03-08-2022,64.89051249,80.46226432,-20000,308,0,0,0
03-08-2022,61.84492993,80.46226432,-20000,323,0,0,0
04-08-2022,64.2519214,80.46226432,-20000,311,0,0,0
04-08-2022,61.64843997,80.46226432,-20000,324,0,0,0
05-08-2022,64.98875683,80.46226432,-20000,308,0,0,0
05-08-2022,61.89405269,80.46226432,-20000,323,0,0,0
08-08-2022,65.57822293,80.46226432,-20000,305,0,0,0
08-08-2022,62.92562365,80.46226432,-20000,318,0,0,0
10-08-2022,66.70804016,80.46226432,-20000,300,0,0,0
10-08-2022,63.02387014,80.46226432,-20000,317,0,0,0
11-08-2022,67.39574171,80.46226432,-20000,297,0,0,0
11-08-2022,62.87649512,80.46226432,-20000,318,0,0,0
12-08-2022,65.33260797,80.46226432,-20000,306,0,0,0
12-08-2022,63.02386318,80.46226432,-20000,317,0,0,0
16-08-2022,73.09393504,80.46226432,-5000,0,0,68,0
16-08-2022,64.59578132,80.46226432,-20000,310,0,0,0
17-08-2022,74.66583659,80.46226432,-5000,0,0,67,0
17-08-2022,67.93608834,80.46226432,-20000,294,0,0,0
18-08-2022,71.62026641,80.46226432,-10000,0,140,0,0
18-08-2022,68.86941648,80.46226432,-10000,0,145,0,0
19-08-2022,71.71850553,80.46226432,-10000,0,139,0,0
19-08-2022,68.77116968,80.46226432,-10000,0,145,0,0
22-08-2022,73.68339233,80.46226432,-5000,0,0,68,0
22-08-2022,64.05542607,80.46226432,-20000,312,0,0,0
23-08-2022,73.68339086,80.46226432,-5000,0,0,68,0
23-08-2022,71.42376388,80.46226432,-10000,0,140,0,0
24-08-2022,73.68338817,80.46226432,-5000,0,0,68,0
24-08-2022,71.81674084,80.46226432,-10000,0,139,0,0
25-08-2022,79.57806606,80.46226432,0,0,0,0,0
25-08-2022,72.7500745,80.46226432,-5000,0,0,69,0
26-08-2022,81.19910447,0,0,0,0,0,0
26-08-2022,73.68339652,81.19910447,-5000,0,0,68,0
29-08-2022,76.23774717,81.19910447,-5000,0,0,66,0
29-08-2022,69.5571242,81.19910447,-10000,0,144,0,0
30-08-2022,76.33599277,81.19910447,-5000,0,0,65,0
30-08-2022,70.98166917,81.19910447,-10000,0,141,0,0
01-09-2022,76.09039076,81.19910447,-5000,0,0,66,0
01-09-2022,71.22728919,81.19910447,-10000,0,140,0,0
02-09-2022,79.43069706,81.19910447,-2500,0,0,0,31
02-09-2022,73.14304596,81.19910447,-5000,0,0,68,0
05-09-2022,82.52540241,0,0,0,0,0,0
05-09-2022,77.22019647,82.52540241,-5000,0,0,65,0
06-09-2022,83.45872009,0,0,0,0,0,0
06-09-2022,81.54295487,83.45872009,-2500,0,0,0,31
07-09-2022,83.50784777,0,0,0,0,0,0
07-09-2022,81.0517346,83.50784777,-2500,0,0,0,31
08-09-2022,84.73590346,0,0,0,0,0,0
08-09-2022,81.69032466,84.73590346,-2500,0,0,0,31
09-09-2022,83.26224271,84.73590346,0,0,0,0,0
09-09-2022,78.54650207,84.73590346,-5000,0,0,64,0
12-09-2022,82.32891267,84.73590346,-2500,0,0,0,30
12-09-2022,77.56404734,84.73590346,-5000,0,0,64,0
13-09-2022,82.77101735,84.73590346,-2500,0,0,0,30
13-09-2022,81.05173806,84.73590346,-2500,0,0,0,31
14-09-2022,81.44472033,84.73590346,-2500,0,0,0,31
14-09-2022,78.59562734,84.73590346,-5000,0,0,64,0
15-09-2022,81.44471682,84.73590346,-2500,0,0,0,31
15-09-2022,75.25530843,84.73590346,-10000,0,133,0,0
16-09-2022,79.43070123,84.73590346,-5000,0,0,63,0
16-09-2022,74.32198865,84.73590346,-10000,0,135,0,0
19-09-2022,77.61317637,84.73590346,-5000,0,0,64,0
19-09-2022,74.22374319,84.73590346,-10000,0,135,0,0
20-09-2022,76.63073361,84.73590346,-5000,0,0,65,0
20-09-2022,72.01324368,84.73590346,-20000,278,0,0,0
21-09-2022,73.92900988,84.73590346,-10000,0,135,0,0
21-09-2022,65.57822471,84.73590346,-20000,305,0,0,0
22-09-2022,68.72204796,84.73590346,-20000,291,0,0,0
22-09-2022,66.31505989,84.73590346,-20000,302,0,0,0
23-09-2022,69.60624901,84.73590346,-20000,287,0,0,0
23-09-2022,65.77471078,84.73590346,-20000,304,0,0,0
26-09-2022,67.15013644,84.73590346,-20000,298,0,0,0
26-09-2022,63.02386908,84.73590346,-20000,317,0,0,0
27-09-2022,66.56066869,84.73590346,-20000,300,0,0,0
27-09-2022,61.89405354,84.73590346,-20000,323,0,0,0
28-09-2022,64.54665403,84.73590346,-20000,310,0,0,0
28-09-2022,60.91160938,84.73590346,-20000,328,0,0,0
29-09-2022,69.06590982,84.73590346,-20000,290,0,0,0
29-09-2022,62.87650123,84.73590346,-20000,318,0,0,0
30-09-2022,72.35710349,84.73590346,-10000,0,138,0,0
30-09-2022,66.60979954,84.73590346,-20000,300,0,0,0
03-10-2022,73.58515803,84.73590346,-10000,0,136,0,0
03-10-2022,67.34663157,84.73590346,-20000,297,0,0,0
04-10-2022,74.17461766,84.73590346,-10000,0,135,0,0
04-10-2022,71.32552488,84.73590346,-20000,280,0,0,0
06-10-2022,73.14304393,84.73590346,-10000,0,137,0,0
06-10-2022,68.91853397,84.73590346,-20000,290,0,0,0
07-10-2022,72.16060716,84.73590346,-10000,0,139,0,0
07-10-2022,66.9045261,84.73590346,-20000,299,0,0,0
10-10-2022,70.63782134,84.73590346,-20000,283,0,0,0
10-10-2022,64.25192664,84.73590346,-20000,311,0,0,0
11-10-2022,68.77117561,84.73590346,-20000,291,0,0,0
11-10-2022,65.28349157,84.73590346,-20000,306,0,0,0
12-10-2022,68.2799411,84.73590346,-20000,293,0,0,0
12-10-2022,66.21680769,84.73590346,-20000,302,0,0,0
13-10-2022,67.6904782,84.73590346,-20000,295,0,0,0
13-10-2022,65.77470549,84.73590346,-20000,304,0,0,0
14-10-2022,69.16414924,84.73590346,-20000,289,0,0,0
14-10-2022,66.16768813,84.73590346,-20000,302,0,0,0
17-10-2022,69.50800514,84.73590346,-20000,288,0,0,0
17-10-2022,67.29750321,84.73590346,-20000,297,0,0,0
18-10-2022,71.22728567,84.73590346,-20000,281,0,0,0
18-10-2022,68.91854067,84.73590346,-20000,290,0,0,0
19-10-2022,73.68339018,84.73590346,-10000,0,136,0,0
19-10-2022,70.04834593,84.73590346,-20000,286,0,0,0
20-10-2022,72.35709509,84.73590346,-10000,0,138,0,0
20-10-2022,69.9500997,84.73590346,-20000,286,0,0,0
21-10-2022,72.20973572,84.73590346,-10000,0,138,0,0
21-10-2022,69.75362226,84.73590346,-20000,287,0,0,0
24-10-2022,72.65182449,84.73590346,-10000,0,138,0,0
24-10-2022,70.73605922,84.73590346,-20000,283,0,0,0
25-10-2022,73.63427174,84.73590346,-10000,0,136,0,0
25-10-2022,71.3255268,84.73590346,-20000,280,0,0,0
27-10-2022,76.53248905,84.73590346,-5000,0,0,65,0
27-10-2022,71.96411699,84.73590346,-20000,278,0,0,0
28-10-2022,75.84476825,84.73590346,-10000,0,132,0,0
28-10-2022,73.04480086,84.73590346,-10000,0,137,0,0
31-10-2022,76.43424186,84.73590346,-5000,0,0,65,0
31-10-2022,70.93254258,84.73590346,-20000,282,0,0,0
01-11-2022,74.71496703,84.73590346,-10000,0,134,0,0
01-11-2022,72.94656251,84.73590346,-10000,0,137,0,0
02-11-2022,74.42022944,84.73590346,-10000,0,134,0,0
02-11-2022,71.7676302,84.73590346,-20000,279,0,0,0
03-11-2022,73.63426613,84.73590346,-10000,0,136,0,0
03-11-2022,71.86586923,84.73590346,-20000,278,0,0,0
04-11-2022,74.12549166,84.73590346,-10000,0,135,0,0
04-11-2022,72.50446298,84.73590346,-10000,0,138,0,0
07-11-2022,74.32198769,84.73590346,-10000,0,135,0,0
07-11-2022,72.84831976,84.73590346,-10000,0,137,0,0
09-11-2022,75.3535471,84.73590346,-10000,0,133,0,0
09-11-2022,73.09392754,84.73590346,-10000,0,137,0,0
10-11-2022,73.68339632,84.73590346,-10000,0,136,0,0
10-11-2022,71.76763101,84.73590346,-20000,279,0,0,0
11-11-2022,73.92900491,84.73590346,-10000,0,135,0,0
11-11-2022,71.91498916,84.73590346,-20000,278,0,0,0
14-11-2022,73.24130099,84.73590346,-10000,0,137,0,0
14-11-2022,72.25885568,84.73590346,-10000,0,138,0,0
15-11-2022,73.63426743,84.73590346,-10000,0,136,0,0
15-11-2022,69.99922306,84.73590346,-20000,286,0,0,0
16-11-2022,73.68339502,84.73590346,-10000,0,136,0,0
16-11-2022,70.73605922,84.73590346,-20000,283,0,0,0
17-11-2022,73.33954305,84.73590346,-10000,0,136,0,0
17-11-2022,69.65537318,84.73590346,-20000,287,0,0,0
18-11-2022,73.04480387,84.73590346,-10000,0,137,0,0
18-11-2022,70.49044768,84.73590346,-20000,284,0,0,0
21-11-2022,72.5044655,84.73590346,-10000,0,138,0,0
21-11-2022,70.73606098,84.73590346,-20000,283,0,0,0
22-11-2022,72.65183315,84.73590346,-10000,0,138,0,0
22-11-2022,69.95010834,84.73590346,-20000,286,0,0,0
23-11-2022,72.60270169,84.73590346,-10000,0,138,0,0
23-11-2022,69.26238652,84.73590346,-20000,289,0,0,0
24-11-2022,71.71850458,84.73590346,-20000,279,0,0,0
24-11-2022,69.26239141,84.73590346,-20000,289,0,0,0
25-11-2022,72.16061046,84.73590346,-10000,0,139,0,0
25-11-2022,70.29397022,84.73590346,-20000,285,0,0,0
28-11-2022,72.55358105,84.73590346,-10000,0,138,0,0
28-11-2022,70.68693355,84.73590346,-20000,283,0,0,0
29-11-2022,72.40620959,84.73590346,-10000,0,138,0,0
29-11-2022,69.21326263,84.73590346,-20000,289,0,0,0
30-11-2022,70.73606106,84.73590346,-20000,283,0,0,0
30-11-2022,68.37819086,84.73590346,-20000,292,0,0,0
01-12-2022,70.6378197,84.73590346,-20000,283,0,0,0
01-12-2022,69.01678343,84.73590346,-20000,290,0,0,0
02-12-2022,72.30797704,84.73590346,-10000,0,138,0,0
02-12-2022,68.82030051,84.73590346,-20000,291,0,0,0
05-12-2022,72.30797222,84.73590346,-10000,0,138,0,0
05-12-2022,71.22728389,84.73590346,-20000,281,0,0,0
06-12-2022,72.30796792,84.73590346,-10000,0,138,0,0
06-12-2022,70.24483443,84.73590346,-20000,285,0,0,0
07-12-2022,71.86587806,84.73590346,-20000,278,0,0,0
07-12-2022,68.6729307,84.73590346,-20000,291,0,0,0
08-12-2022,70.24484092,84.73590346,-20000,285,0,0,0
08-12-2022,68.77117293,84.73590346,-20000,291,0,0,0
09-12-2022,70.24483497,84.73590346,-20000,285,0,0,0
09-12-2022,66.36417925,84.73590346,-20000,301,0,0,0
12-12-2022,68.67292771,84.73590346,-20000,291,0,0,0
12-12-2022,66.80628014,84.73590346,-20000,299,0,0,0
13-12-2022,69.55712421,84.73590346,-20000,288,0,0,0
13-12-2022,67.24837196,84.73590346,-20000,297,0,0,0
14-12-2022,69.99922373,84.73590346,-20000,286,0,0,0
14-12-2022,64.74314317,84.73590346,-20000,309,0,0,0
15-12-2022,67.34662818,84.73590346,-20000,297,0,0,0
15-12-2022,66.11857156,84.73590346,-20000,302,0,0,0
16-12-2022,66.70803591,84.73590346,-20000,300,0,0,0
16-12-2022,60.91160727,84.73590346,-20000,328,0,0,0
19-12-2022,68.7711745,84.73590346,-20000,291,0,0,0
19-12-2022,61.55020268,84.73590346,-20000,325,0,0,0
20-12-2022,68.32907294,84.73590346,-20000,293,0,0,0
20-12-2022,65.08700048,84.73590346,-20000,307,0,0,0
21-12-2022,68.77117683,84.73590346,-20000,291,0,0,0
21-12-2022,63.85894991,84.73590346,-20000,313,0,0,0
22-12-2022,65.43085282,84.73590346,-20000,306,0,0,0
22-12-2022,63.02386494,84.73590346,-20000,317,0,0,0
23-12-2022,65.52909654,84.73590346,-20000,305,0,0,0
23-12-2022,61.2063396,84.73590346,-20000,327,0,0,0
26-12-2022,65.43085575,84.73590346,-20000,306,0,0,0
26-12-2022,60.12565335,84.73590346,-20000,333,0,0,0
27-12-2022,66.80627491,84.73590346,-20000,299,0,0,0
27-12-2022,64.39928712,84.73590346,-20000,311,0,0,0
28-12-2022,66.16769333,84.73590346,-20000,302,0,0,0
28-12-2022,63.36772556,84.73590346,-20000,316,0,0,0
29-12-2022,67.8378486,84.73590346,-20000,295,0,0,0
29-12-2022,63.90806753,84.73590346,-20000,313,0,0,0
